CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
CID-002164,Nguyen7034,622,France,Female,81,8,133165.54,1,1,1,118819.04,No
CID-002165,Patel317,743,France,Female,89,9,247470.76,1,1,0,112345.63,No
CID-002166,Rossi9023,779,France,Male,74,10,89213.58,2,1,1,54255.85,No
CID-002167,Jones4738,804,Spain,Male,34,1,45623.61,2,1,1,178297.04,No
CID-002168,Smith5379,769,Germany,Female,84,8,4559.45,1,0,0,108212.01,No
CID-002169,Mendoza1491,411,France,Female,61,10,152696.43,1,1,0,11730.0,No
CID-002170,Ali8815,398,Germany,Male,46,10,127732.58,1,0,1,51460.73,No
CID-002171,Khan6203,818,Germany,Female,54,5,62815.19,1,0,0,75473.3,No
CID-002172,Garcia3260,575,Germany,Male,84,10,176822.67,1,1,0,45719.51,No
CID-002173,Brown599,705,France,Male,38,3,161889.77,3,1,0,133952.25,No
CID-002174,Khan6727,777,France,Female,57,4,105245.75,1,1,1,95032.91,No
CID-002175,Brown8392,592,France,Female,64,10,208677.6,2,1,1,183696.66,No
CID-002176,Lee5828,799,Spain,Female,29,0,120718.7,2,1,1,51543.85,No
CID-002177,Ali3530,717,Germany,Male,42,10,116680.22,2,1,1,75034.27,No
CID-002178,Nguyen9025,571,Spain,Male,82,7,81597.51,1,1,1,82602.96,No
CID-002179,Cohen3858,816,Germany,Male,58,8,195823.7,3,1,0,72337.04,No
CID-002180,Kim4354,794,Spain,Female,72,6,36293.12,1,0,1,55330.49,No
CID-002181,Kim972,443,France,Female,44,4,90479.11,3,0,1,127446.59,No
CID-002182,Ali139,617,France,Female,85,8,2738.27,1,1,0,147842.38,No
CID-002183,Garcia4051,791,Spain,Female,72,5,84909.55,2,0,1,67094.29,No
CID-002184,Tanaka8327,513,France,Male,89,10,199789.39,1,1,1,55048.7,No
CID-002185,Tanaka3051,720,Germany,Female,58,5,194321.39,1,1,1,183170.23,No
CID-002186,Nguyen664,462,France,Female,25,9,39063.7,1,1,0,160326.85,No
CID-002187,Nguyen2468,495,France,Male,46,10,24586.3,1,1,0,141059.89,No
CID-002188,Garcia7863,455,Spain,Male,51,2,157188.49,3,1,1,36087.22,No
CID-002189,Patel1378,663,France,Female,21,3,228104.17,2,1,0,50704.08,No
CID-002190,Garcia1874,452,France,Male,55,4,137518.18,1,1,1,108708.45,No
CID-002191,Rossi6276,484,France,Male,33,1,33200.83,1,1,0,112102.05,No
CID-002192,Wong251,810,Germany,Female,79,2,33620.89,1,1,0,32356.08,Yes
CID-002193,Diaz8209,597,Spain,Male,29,0,226613.98,1,1,1,36746.94,No
CID-002194,Wong9356,452,France,Male,81,1,210533.33,2,1,0,105580.25,Yes
CID-002195,Lee9773,621,Germany,Male,34,5,180616.42,1,1,1,78094.35,No
CID-002196,Tanaka3678,695,France,Male,25,9,187149.25,3,1,0,50645.69,No
CID-002197,Khan3203,373,France,Female,62,9,237214.37,2,1,1,185009.11,No
CID-002198,Patel8164,844,Spain,Female,41,10,16224.36,1,1,1,64959.96,No
CID-002199,Williams8015,823,France,Male,54,4,193335.61,2,1,0,95111.91,No
CID-002200,Cohen7236,600,Spain,Female,46,7,227951.78,2,1,0,179451.29,No
CID-002201,Khan7694,555,Spain,Female,63,1,246238.49,1,1,0,13079.67,Yes
CID-002202,Singh8393,772,France,Female,65,8,53589.86,2,0,1,,No
CID-002203,Jones533,535,France,Female,36,9,204545.75,1,1,0,91980.83,No
CID-002204,Diaz1915,667,Germany,Female,47,4,117728.41,2,1,0,160833.11,No
CID-002205,Cohen3880,818,France,Male,42,3,109877.6,2,0,1,40898.55,No
CID-002206,Ali9187,675,France,Female,51,4,102706.18,2,1,1,160307.21,No
CID-002207,Garcia4989,417,France,Male,50,6,135350.66,2,1,1,41258.23,No
CID-002208,Patel3355,525,France,Male,18,9,95069.83,1,1,1,173492.93,No
CID-002209,Davis3976,821,France,Female,60,3,22587.35,1,1,1,138213.69,No
CID-002210,Rossi1361,747,Spain,Male,52,3,91851.65,2,1,0,108119.57,Yes
CID-002211,Nguyen9311,753,France,Male,43,8,97687.73,1,1,1,124901.56,No
CID-002212,Davis6969,787,France,Male,70,1,189133.67,1,0,1,166253.61,No
CID-002213,Park1475,654,Spain,Female,56,10,173886.13,2,1,1,42719.63,No
CID-002214,Lee3760,743,France,Female,19,10,244597.55,1,1,1,144287.44,No
CID-002215,Khan4911,561,Germany,Male,84,9,117177.96,1,1,0,169424.42,Yes
CID-002216,Singh4165,757,France,Male,85,0,194682.47,2,1,0,97828.3,Yes
CID-002217,Tanaka3001,755,Germany,Male,27,7,202166.06,3,1,0,129909.3,Yes
CID-002218,Lee5077,799,France,Male,87,7,96589.02,2,0,1,81071.95,No
CID-002219,Mendoza6043,683,France,Female,26,8,194623.04,1,0,1,170239.09,No
CID-002220,Ali2217,400,Spain,Male,41,9,209563.47,1,1,1,76388.34,No
CID-002221,Nguyen6999,501,France,Female,24,6,222285.68,2,1,0,68921.93,No
CID-002222,Cohen4294,641,France,Female,18,0,64664.65,2,0,0,199351.27,No
CID-002223,Ali8913,354,Spain,Male,89,8,249762.65,2,0,0,177931.02,Yes
CID-002224,Brown9253,598,France,Male,82,0,135466.44,4,0,0,67510.08,Yes
CID-002225,Smith5915,748,France,Male,56,2,101216.99,1,1,1,146510.8,No
CID-002226,Kim3103,474,Germany,Female,69,10,167815.79,3,0,1,180577.49,No
CID-002227,Davis5970,685,Germany,Male,53,9,92358.96,2,1,0,92743.31,No
CID-002228,Wong3172,503,France,Female,81,10,204270.54,2,0,0,,No
CID-002229,Cohen5055,411,France,Female,70,5,22669.71,1,1,1,64470.19,No
CID-002230,Lee290,480,Spain,Female,21,9,2226.83,2,1,0,166566.96,No
CID-002231,Ali1247,386,Germany,Male,64,3,101538.26,1,1,0,44635.55,Yes
CID-002232,Wong2173,429,Spain,Male,90,10,12986.73,1,1,1,26799.27,No
CID-002233,Khan1261,384,France,Female,90,9,179441.21,1,1,0,163120.32,No
CID-002234,Garcia581,369,France,Male,34,3,111328.16,1,0,1,198575.75,No
CID-002235,Brown297,734,France,Female,55,8,174156.66,1,0,0,63045.08,No
CID-002236,Davis6984,780,France,Female,32,3,133375.89,1,0,1,120834.47,No
CID-002237,Diaz3623,632,France,Male,32,5,226713.25,2,0,1,18502.16,No
CID-002238,Rossi5262,809,France,Male,88,10,8845.67,2,1,1,144705.37,No
CID-002239,Brown4462,711,France,Female,79,4,104114.08,3,1,0,61600.66,Yes
CID-002240,Kim5851,709,Spain,Female,89,0,156656.07,2,1,0,94766.71,Yes
CID-002241,Smith1906,481,France,Female,22,5,195470.58,1,1,0,114358.01,Yes
CID-002242,Nguyen8114,612,Germany,Female,64,5,234630.16,2,1,0,140919.4,Yes
CID-002243,Singh1755,828,Germany,Female,57,4,176404.9,1,1,0,50329.98,No
CID-002244,Smith2417,803,Spain,Male,68,6,76886.71,1,0,0,70527.94,No
CID-002245,Wong4283,636,Germany,Male,68,3,104619.34,2,0,1,197922.91,No
CID-002246,Cohen3154,551,France,Female,72,2,52049.81,1,1,0,52790.64,Yes
CID-002247,Diaz2163,480,France,Male,25,1,160848.83,1,1,0,170415.69,No
CID-002248,Lee9311,469,Spain,Female,86,2,169974.42,1,1,0,74543.92,Yes
CID-002249,Smith1838,447,France,Female,76,9,109026.84,2,0,0,177805.29,No
CID-002250,Nguyen542,486,Germany,Female,68,10,51374.7,1,1,1,150003.51,No
CID-002251,Patel6825,718,France,Male,27,5,125694.07,2,1,1,152488.03,No
CID-002252,Cohen2672,391,Spain,Female,66,7,117036.76,2,1,0,165144.18,Yes
CID-002253,Brown7727,427,France,Male,23,1,83662.95,1,0,1,148116.58,No
CID-002254,Singh9011,536,France,Female,76,9,112620.89,1,1,1,109365.9,No
CID-002255,Nguyen8673,646,Germany,Female,91,7,236673.83,1,1,1,128887.11,Yes
CID-002256,Nguyen9076,479,Germany,Male,34,3,152753.36,2,0,0,106440.56,Yes
CID-002257,Diaz9703,473,Germany,Female,44,10,158227.04,2,1,1,29947.05,No
CID-002258,Garcia1772,748,France,Female,44,10,92494.07,1,1,0,94002.09,No
CID-002259,Patel8214,626,France,Female,51,4,144608.41,3,0,0,129943.97,No
CID-002260,Ali2200,613,France,Female,39,0,236804.93,1,0,1,,No
CID-002261,Jones6360,619,France,Female,20,7,130639.71,1,0,1,21657.2,No
CID-002262,Cohen3142,769,France,Female,36,1,121323.43,1,0,1,179738.9,No
CID-002263,Garcia7142,712,France,Female,66,1,47166.42,1,1,0,97925.34,No
CID-002264,Rossi9338,787,France,Male,66,0,137145.43,2,0,1,60323.79,No
CID-002265,Brown1840,714,France,Male,49,6,195673.49,1,1,0,124458.08,No
CID-002266,Khan8925,720,France,Male,53,3,60953.59,2,1,0,16613.62,No
CID-002267,Garcia3382,714,Germany,Female,48,3,44650.04,3,0,1,167434.86,No
CID-002268,Garcia3276,694,Spain,Male,52,1,23286.99,1,0,1,43243.27,No
CID-002269,Ali5945,427,Germany,Female,35,9,38650.92,3,1,1,106475.33,No
CID-002270,Cohen5699,612,Germany,Female,77,1,92591.16,2,1,1,107372.29,No
CID-002271,Patel6624,591,France,Female,37,10,1921.72,2,1,1,139561.27,No
CID-002272,Williams7625,751,Germany,Male,88,5,103835.05,1,1,0,179114.29,Yes
CID-002273,Cohen1455,367,Germany,Female,91,3,7970.18,2,0,1,31024.73,No
CID-002274,Tanaka8902,520,France,Female,85,4,81923.11,3,1,1,130672.84,No
CID-002275,Williams6730,654,Germany,Male,88,0,75003.61,2,0,0,38464.84,Yes
CID-002276,Brown8872,645,France,Female,38,0,162961.51,4,1,1,92102.5,No
CID-002277,Park6683,384,France,Female,74,1,205742.68,2,0,1,164035.24,Yes
CID-002278,Williams673,354,Spain,Female,48,4,121287.54,1,1,1,44300.36,No
CID-002279,Tanaka7706,546,Spain,Male,63,6,70704.88,2,0,0,52416.02,No
CID-002280,Smith9139,590,France,Male,39,0,81990.61,2,0,0,46733.17,No
CID-002281,Lee4477,833,Germany,Female,52,2,131112.17,2,1,1,,Yes
CID-002282,Singh7333,541,,Male,21,1,78744.52,1,1,1,60704.67,No
CID-002283,Davis9428,790,France,Female,56,5,226633.65,1,1,1,166376.52,No
CID-002284,Cohen9886,756,France,Male,87,0,153838.86,1,1,1,58891.99,No
CID-002285,Kim6463,518,Germany,Female,64,6,121648.34,1,0,1,26454.5,No
CID-002286,Nguyen2568,594,Germany,Male,49,6,102690.0,2,0,0,35455.59,Yes
CID-002287,Tanaka3675,490,Spain,Female,74,2,79246.75,1,1,1,69158.41,No
CID-002288,Mendoza7281,643,France,Male,49,10,187500.44,2,1,0,30336.28,No
CID-002289,Tanaka8345,684,Germany,Female,68,0,225473.79,3,1,0,57515.22,Yes
CID-002290,Ali4846,754,France,Female,34,6,45849.13,1,0,0,168201.55,No
CID-002291,Park3793,758,France,Male,60,8,232042.15,3,1,0,156132.65,No
CID-002292,Nguyen9692,666,France,Male,65,7,164521.3,1,0,0,44129.17,Yes
CID-002293,Garcia4645,523,France,Female,88,0,71974.66,1,1,1,171271.65,No
CID-002294,Brown6388,437,Spain,Male,70,1,208954.15,2,1,1,154526.67,Yes
CID-002295,Brown638,699,Germany,Male,58,3,128541.36,1,1,0,109701.81,No
CID-002296,Ali3881,495,France,Female,42,1,121825.82,1,1,1,36628.55,No
CID-002297,Brown3142,820,France,Male,76,0,57367.26,1,1,0,55340.83,No
CID-002298,Smith5397,622,Spain,Male,66,0,221281.75,2,1,1,27452.67,No
CID-002299,Cohen6494,819,Spain,Male,56,1,147692.44,2,1,0,165219.8,No
CID-002300,Wong5731,781,France,Male,41,0,105575.47,4,1,1,123047.26,No
CID-002301,Wong9157,835,France,Male,62,4,210500.96,2,1,0,21026.32,Yes
CID-002302,Diaz1584,483,France,Female,65,8,114874.87,1,0,0,107876.89,No
CID-002303,Khan6982,839,France,Male,35,1,175791.46,1,1,1,110301.98,No
CID-002304,Cohen5138,528,France,Female,28,5,52586.59,3,1,0,147394.15,No
CID-002305,Patel5245,424,France,Male,46,8,108481.66,1,1,0,113484.75,No
CID-002306,Cohen6474,444,Spain,Female,84,6,199559.49,2,1,1,157035.68,No
CID-002307,Park964,455,France,Male,45,10,248193.77,2,0,1,89807.74,No
CID-002308,Mendoza5715,393,France,Male,91,3,155784.47,1,0,0,166461.01,No
CID-002309,Smith3887,796,France,Male,33,0,121972.86,1,1,0,129461.13,No
CID-002310,Mendoza6826,454,France,Female,90,5,54451.4,2,1,1,132191.65,No
CID-002311,Brown7544,432,France,Male,55,5,171931.75,1,1,1,75465.15,No
CID-002312,Williams3072,420,France,Male,51,1,1562.33,1,0,1,159412.95,No
CID-002313,Garcia7876,402,France,Male,29,9,199570.35,3,1,1,197371.27,No
CID-002314,Ali8631,794,Germany,Female,45,10,246965.14,2,1,1,72948.22,No
CID-002315,Ali3289,778,Germany,Female,72,9,43784.38,2,1,0,143827.56,No
CID-002316,Wong1272,779,Spain,Male,48,3,106226.46,2,1,1,154062.71,No
CID-002317,Park4189,757,Germany,Male,61,2,47141.22,3,1,0,88387.51,Yes
CID-002318,Tanaka7650,403,France,Male,27,0,56301.88,2,1,1,15997.61,No
CID-002319,Brown6243,657,France,Male,25,4,92793.25,2,1,0,100813.22,No
CID-002320,Kim1840,513,Spain,Male,59,3,499.82,2,1,1,173750.85,No
CID-002321,Mendoza4736,523,France,Male,42,3,169131.38,2,1,0,190796.28,Yes
CID-002322,Smith1167,786,Spain,Male,58,0,54764.98,1,0,0,179138.18,No
CID-002323,Khan8918,739,Germany,Female,28,3,165712.09,2,0,0,12234.31,No
CID-002324,Wong5644,648,France,Female,68,8,231526.06,1,1,0,87261.1,No
CID-002325,Ali3752,472,France,Male,70,5,95213.39,1,1,0,166188.71,No
CID-002326,Khan501,669,France,Female,40,2,65895.55,2,1,1,191749.58,No
CID-002327,Garcia6939,678,Spain,Male,43,2,220620.29,1,1,1,71845.91,No
CID-002328,Davis7735,646,France,Female,55,10,63087.99,4,0,0,144502.65,No
CID-002329,Rossi5732,808,France,Male,20,10,212747.43,1,1,1,165807.05,No
CID-002330,Wong3078,810,Germany,Male,70,4,220907.71,2,1,1,60496.01,No
CID-002331,Garcia1313,612,,Female,48,4,179940.63,3,0,0,173167.61,Yes
CID-002332,Patel98,776,France,Male,51,8,19661.92,2,1,1,148129.92,No
CID-002333,Jones6378,450,France,Female,61,6,6770.5,2,1,1,128417.41,No
CID-002334,Tanaka7786,711,France,Female,67,4,50223.01,2,0,1,58204.28,No
CID-002335,Nguyen3884,819,Spain,Male,21,9,18225.29,1,1,1,121269.48,No
CID-002336,Smith2200,680,France,Female,88,0,60913.48,1,0,1,21462.07,Yes
CID-002337,Garcia1749,610,Spain,Female,35,3,74068.41,1,1,0,188462.3,No
CID-002338,Patel2914,837,Germany,Male,56,9,47604.11,1,1,1,138686.68,No
CID-002339,Jones3924,395,France,Male,50,2,19978.25,2,1,0,140251.21,No
CID-002340,Kim8321,391,Germany,Female,19,8,227556.34,1,1,1,194823.57,No
CID-002341,Garcia2458,802,Spain,Female,70,6,3527.03,2,1,1,29645.92,No
CID-002342,Smith5778,631,France,Male,70,5,221164.04,1,1,1,108136.46,No
CID-002343,Khan1387,723,Germany,Male,63,10,84789.45,2,0,0,124866.0,No
CID-002344,Khan1459,499,France,Female,19,0,92956.07,1,1,0,47315.69,No
CID-002345,Tanaka4316,423,France,Male,19,6,7371.36,1,1,1,139487.24,No
CID-002346,Jones6893,723,France,Male,67,6,157827.03,1,0,1,107716.62,No
CID-002347,Williams5678,707,Germany,Female,89,10,219328.36,1,1,0,,No
CID-002348,Jones3101,609,Germany,Male,26,2,245846.24,3,1,1,96668.53,Yes
CID-002349,Smith8006,419,France,Male,34,0,146142.14,4,0,1,70401.7,No
CID-002350,Smith3659,422,France,Female,86,2,134910.87,1,1,0,199270.55,No
CID-002351,Ali4462,567,France,Female,50,8,65247.91,2,0,1,132836.01,No
CID-002352,Cohen1689,611,Spain,Male,52,7,124248.75,1,1,1,120774.93,No
CID-002353,Davis6858,528,France,Male,57,3,141551.92,2,1,1,112673.1,No
CID-002354,Park5745,548,Spain,Male,61,4,64114.74,2,1,1,37828.76,No
CID-002355,Kim6788,562,France,Female,60,5,124716.81,1,1,0,190006.91,Yes
CID-002356,Ali3357,440,France,Female,63,8,163620.59,2,1,1,24392.27,No
CID-002357,Mendoza7598,427,France,Female,76,4,15262.22,1,1,1,183391.12,No
CID-002358,Tanaka9124,391,Germany,Male,54,10,219431.75,2,1,0,92086.51,No
CID-002359,Garcia5672,461,Spain,Female,91,9,176360.49,1,1,0,31741.98,No
CID-002360,Williams9388,754,Spain,Female,67,7,238475.22,3,1,0,97221.55,No
CID-002361,Garcia7806,520,Spain,Male,89,0,213352.08,1,0,0,158631.38,Yes
CID-002362,Ali5409,666,France,Male,18,2,14585.36,2,1,0,81217.55,No
CID-002363,Tanaka7895,581,France,Female,69,8,54481.36,2,0,0,124454.39,No
CID-002364,Ali5593,492,France,Male,56,4,66166.54,1,1,0,76628.41,No
CID-002365,Tanaka778,656,France,Female,88,5,40712.76,1,1,1,187066.06,No
CID-002366,Williams2143,494,Germany,Female,26,0,95227.8,3,1,1,83734.11,No
CID-002367,Wong1248,365,France,Male,46,3,53868.34,1,1,1,38848.84,No
CID-002368,Cohen9713,667,France,Male,50,10,97188.78,1,1,1,29682.72,No
CID-002369,Mendoza4258,468,Germany,Female,28,8,114778.88,1,1,1,93706.03,No
CID-002370,Garcia9003,375,France,Female,74,6,16206.26,2,0,1,168389.88,No
CID-002371,Tanaka3521,702,Spain,Female,71,8,72075.51,2,1,1,75255.29,No
CID-002372,Patel7782,717,Spain,Male,63,5,186602.06,1,0,1,133983.97,No
CID-002373,Patel2944,751,France,Male,56,6,107376.03,1,1,0,89082.58,No
CID-002374,Smith8372,701,France,Female,52,2,230479.94,1,1,0,95749.32,No
CID-002375,Williams1610,381,Spain,Female,54,3,130677.93,2,0,0,88014.67,No
CID-002376,Williams4123,820,France,Female,66,4,184217.96,1,0,1,68149.48,No
CID-002377,Garcia3187,651,Spain,Female,60,4,114643.78,3,1,1,66110.94,No
CID-002378,Rossi4146,389,France,Female,77,6,99583.86,1,1,1,183414.67,No
CID-002379,Ali517,825,France,Female,41,0,18240.12,2,1,1,,No
CID-002380,Nguyen1662,725,Spain,Female,40,4,118532.55,3,0,0,113321.19,Yes
CID-002381,Patel766,484,Germany,Female,41,4,61413.76,1,1,0,105254.95,No
CID-002382,Cohen5839,552,Spain,Male,53,10,207706.26,2,0,0,193379.95,No
CID-002383,Patel7024,439,Germany,Male,88,3,149763.92,2,1,1,136755.18,No
CID-002384,Khan9241,785,Germany,Male,58,7,87286.77,1,1,0,63053.48,No
CID-002385,Brown978,704,France,Female,50,8,53148.52,2,0,1,117114.97,No
CID-002386,Ali2723,849,France,Male,87,1,144589.71,2,1,1,197745.83,No
CID-002387,Singh9118,633,France,Male,62,7,90170.39,1,1,1,31286.71,No
CID-002388,Garcia7815,699,Germany,Female,44,3,221099.58,3,1,0,39005.67,Yes
CID-002389,Singh2635,451,France,Female,84,2,243022.58,2,0,1,19500.01,No
CID-002390,Williams6567,783,Spain,Female,43,10,190922.76,1,1,1,94679.6,No
CID-002391,Diaz2182,487,France,Female,79,10,174364.15,1,1,1,56854.73,No
CID-002392,Patel1258,577,Spain,Male,32,2,24053.86,1,1,1,66146.84,No
CID-002393,Mendoza9001,435,France,Female,62,6,41179.06,2,1,1,188785.85,No
CID-002394,Kim6040,674,Germany,Female,45,0,129622.41,1,1,1,175494.43,No
CID-002395,Patel5033,375,Germany,Male,91,10,71816.2,2,1,1,110551.7,No
CID-002396,Tanaka3887,469,Germany,Male,51,7,137552.47,2,1,1,68522.57,No
CID-002397,Wong9758,821,Germany,Male,88,8,21008.92,1,0,0,82740.84,No
CID-002398,Patel3670,629,Germany,Male,53,6,232727.14,2,0,0,52512.15,No
CID-002399,Ali2062,769,Spain,Male,50,2,35776.95,1,1,0,30292.63,No
CID-002400,Ali5662,451,France,Male,78,5,111033.65,1,0,0,168906.37,No
CID-002401,Williams8184,779,France,Female,77,10,21143.22,2,0,1,142297.47,No
CID-002402,Patel5750,666,Spain,Female,18,5,38477.59,1,0,0,16148.21,No
CID-002403,Garcia2772,568,France,Female,42,0,79673.82,2,1,0,53328.17,Yes
CID-002404,Diaz6420,731,Germany,Female,73,2,71886.94,2,1,0,158177.46,Yes
CID-002405,Brown9595,817,Germany,Male,50,3,68952.2,1,0,1,97837.08,No
CID-002406,Khan2896,366,Spain,Male,51,7,42961.25,2,1,0,72422.15,No
CID-002407,Garcia8084,701,Germany,Female,60,3,217514.8,2,1,0,96247.48,Yes
CID-002408,Mendoza2518,586,Germany,Male,89,6,96546.16,1,1,0,116016.04,Yes
CID-002409,Ali3315,452,France,Female,20,1,158770.17,1,0,1,195151.36,No
CID-002410,Diaz6062,561,France,Female,85,4,170780.17,1,1,0,132605.02,Yes
CID-002411,Tanaka9436,823,Germany,Male,34,10,3589.86,2,0,1,175420.15,No
CID-002412,Kim7541,616,France,Male,52,5,44986.92,1,0,1,136279.46,No
CID-002413,Williams521,640,France,Male,82,10,60194.93,2,0,0,14133.77,No
CID-002414,Khan5492,597,Germany,Female,29,5,6565.3,1,1,0,115105.73,No
CID-002415,Wong3974,650,France,Female,53,9,28179.41,1,0,0,97639.64,No
CID-002416,Patel498,474,France,Male,23,9,140212.48,1,1,1,21993.81,No
CID-002417,Williams3588,764,France,Male,62,6,24287.66,2,1,0,101346.34,No
CID-002418,Nguyen8674,702,France,Female,55,4,238323.36,2,0,0,179527.35,Yes
CID-002419,Park665,511,Spain,Male,56,8,148651.83,1,1,0,195160.76,No
CID-002420,Nguyen32,797,Germany,Female,70,10,15002.42,1,1,1,161178.43,No
CID-002421,Garcia9003,589,France,Male,32,1,80629.0,1,0,1,138747.85,No
CID-002422,Tanaka766,609,France,Male,37,3,15064.75,1,0,0,155321.49,No
CID-002423,Brown7715,766,France,Female,34,5,205196.16,2,0,0,78943.16,No
CID-002424,Mendoza6108,616,Germany,Male,66,8,239406.89,2,1,1,184527.2,No
CID-002425,Smith2567,352,Spain,Male,19,10,184129.82,3,1,1,145758.07,No
CID-002426,Khan1754,594,France,Male,41,5,107943.98,1,0,1,149374.14,No
CID-002427,Garcia3888,662,France,Female,79,4,119810.26,1,1,0,166919.28,No
CID-002428,Garcia6172,807,France,Male,64,2,53964.29,1,1,1,93877.48,No
CID-002429,Cohen3117,412,France,Male,33,5,209026.99,1,0,1,64440.48,No
CID-002430,Cohen8440,673,Germany,Female,83,3,225958.14,1,1,1,123503.36,Yes
CID-002431,Cohen1374,364,Germany,Male,60,0,101749.58,2,1,1,23359.02,No
CID-002432,Smith5266,511,Germany,Female,83,4,162717.38,2,1,1,89225.18,No
CID-002433,Ali1990,545,Germany,Female,26,7,135977.81,3,0,0,177831.99,No
CID-002434,Cohen3098,588,Germany,Female,22,3,243965.98,2,1,1,146025.64,No
CID-002435,Wong7504,804,Spain,Female,48,0,47156.24,3,1,1,125293.07,No
CID-002436,Park7557,846,France,Male,32,3,229507.4,2,1,1,114163.69,No
CID-002437,Williams3132,749,France,Female,40,0,39352.89,1,0,1,168531.79,No
CID-002438,Rossi363,485,,Female,67,0,249099.19,2,1,0,59487.02,Yes
CID-002439,Ali1351,633,France,Male,90,8,5652.98,1,1,1,140246.13,No
CID-002440,Diaz3237,450,France,Male,21,8,174670.31,1,0,0,81301.36,No
CID-002441,Patel10,426,France,Male,81,1,186191.49,1,1,0,198271.77,Yes
CID-002442,Park6241,565,France,Female,48,8,189662.51,1,0,0,155183.04,No
CID-002443,Mendoza8592,469,Germany,Female,58,2,169424.82,2,1,0,189963.18,No
CID-002444,Smith7875,772,Germany,Male,73,1,33763.5,2,1,0,101140.52,Yes
CID-002445,Davis1019,521,Germany,Female,38,8,142717.25,3,1,0,101694.32,No
CID-002446,Diaz4275,617,France,Female,52,1,210733.92,1,0,0,188417.0,Yes
CID-002447,Wong9599,616,Spain,Female,55,6,66022.02,1,1,1,26035.04,No
CID-002448,Smith1800,761,Germany,Female,82,5,6354.64,3,1,0,187981.34,No
CID-002449,Patel4285,701,Spain,Female,39,9,202942.21,4,0,0,139014.46,No
CID-002450,Davis2831,489,France,Male,42,9,77638.2,2,1,1,82539.29,No
CID-002451,Singh4872,620,Germany,Male,53,5,19035.34,1,0,1,13895.65,No
CID-002452,Park521,370,Germany,Male,90,4,146666.52,1,1,1,124146.76,No
CID-002453,Garcia9593,653,France,Female,34,3,9476.09,1,1,0,126710.33,No
CID-002454,Mendoza3326,370,France,Female,75,3,48025.51,4,0,1,63002.27,No
CID-002455,Singh2285,681,France,Male,91,2,247153.0,1,1,1,153378.99,No
CID-002456,Diaz262,802,France,Female,54,8,167374.88,4,0,0,169598.64,No
CID-002457,Smith6919,464,France,Male,84,9,12276.2,1,1,0,37274.98,No
CID-002458,Diaz9037,395,France,Female,86,6,3334.02,1,0,1,66619.45,No
CID-002459,Davis187,520,Germany,Male,28,1,79320.07,1,1,0,105995.88,Yes
CID-002460,Williams3218,423,Germany,Female,45,9,101881.47,1,1,0,104157.15,No
CID-002461,Kim3244,844,Germany,Female,58,7,196404.26,2,0,1,178434.36,No
CID-002462,Park1990,728,France,Male,31,10,121449.87,2,1,0,16885.81,No
CID-002463,Ali1830,655,Spain,Female,41,2,104577.88,2,1,0,153818.34,No
CID-002464,Wong6716,784,Germany,Male,72,3,127440.04,1,0,1,126257.25,No
CID-002465,Patel5720,750,France,Male,49,2,105663.19,2,1,0,,No
CID-002466,Lee6971,654,France,Male,87,5,224402.44,2,0,1,148650.16,No
CID-002467,Park7198,590,Spain,Female,42,2,161915.75,3,0,1,160960.62,No
CID-002468,Wong6624,587,France,Male,42,5,108262.51,2,0,0,165553.57,No
CID-002469,Brown4185,686,France,Male,80,10,30179.75,1,0,0,85293.9,No
CID-002470,Park3759,834,Spain,Female,79,8,205360.91,1,0,0,68198.14,Yes
CID-002471,Wong6326,516,Germany,Female,89,4,100937.76,1,1,0,47566.48,Yes
CID-002472,Davis9018,437,Germany,Male,42,7,9609.06,2,1,1,138645.78,No
CID-002473,Smith7407,463,France,Female,84,4,196024.35,3,1,1,36287.35,No
CID-002474,Cohen3865,577,Spain,Male,84,9,63591.61,2,1,0,102428.96,No
CID-002475,Jones5690,635,Spain,Male,82,7,66576.05,1,1,1,20291.29,No
CID-002476,Rossi3751,795,Germany,Male,22,10,40242.87,1,1,0,87607.48,No
CID-002477,Mendoza4537,765,Spain,Male,33,6,97862.91,2,1,0,69958.99,No
CID-002478,Jones3315,379,France,Male,52,7,81846.81,2,1,0,33454.12,No
CID-002479,Brown4829,599,Spain,Female,35,2,166725.06,2,0,1,130793.23,No
CID-002480,Park8975,595,France,Female,24,1,20432.93,1,1,0,185082.16,No
CID-002481,Park8225,825,France,Male,61,1,85934.79,2,1,0,76795.6,No
CID-002482,Jones7736,828,France,Female,73,7,163603.35,2,1,0,179955.82,Yes
CID-002483,Khan9115,635,France,Female,71,6,40036.0,2,0,0,34677.72,Yes
CID-002484,Park6194,590,Germany,Male,91,3,152790.83,2,1,0,106736.22,Yes
CID-002485,Singh862,692,Spain,Female,43,1,73412.83,1,0,1,79588.79,No
CID-002486,Garcia5443,614,France,Female,48,3,74720.16,1,0,1,177486.29,No
CID-002487,Wong317,596,Germany,Male,89,4,39199.68,1,0,0,82104.79,Yes
CID-002488,Khan7399,596,France,Female,55,9,42773.94,3,1,0,132171.86,No
CID-002489,Cohen9140,580,France,Male,88,0,226765.7,1,0,0,14212.15,Yes
CID-002490,Davis2297,753,France,Male,89,1,209474.48,1,1,1,44462.88,Yes
